sample_HFS308	sample_HFS309	sample_HFS310	sample_HFS311	sample_HFS312
TBC1D2	4.9358	2.52005	1.67315	1.93146	3.68579
TBC1D20	20.1151	23.0019	19.6067	20.1764	20.441
TBC1D21	0.545692	0	0	0	0
TBC1D22A	33.2337	31.9104	40.8728	30.2977	29.8351
TBC1D22B	42.0715	58.4686	49.0409	44.4517	49.1437
TBC1D23	6.32105	9.31562	9.64005	9.19952	7.96782
TBC1D24	113.489	142.9946	109.5814	120.6888	127.7372
TBC1D25	15.9363	19.6208	15.6467	17.3217	18.305
TBC1D2B	10.9639	14.139	11.5507	11.8989	11.7212
TBC1D30	7.94273	8.21055	8.06659	6.83995	9.23808
TBC1D31	6.51377	4.06573	4.69112	5.15813	5.28214
TBC1D32	1.47474	1.19505	0.741461	1.22527	1.00967
TBC1D4	1.14112	0.93257	1.10408	1.35519	0.87935
TBC1D5	7.87181	8.31867	5.98463	7.72861	5.89818
TBC1D7	35.13852	41.94856	39.468762	30.45643	40.37753
TBC1D8	7.04359	10.6138	7.1845	9.15161	7.68876
TBC1D8B	0.759526	1.22804	0.77799	0.861279	0.791174
TBC1D9	128.974	129.415	120.569	105.725	141.782
TBC1D9B	19.0113	22.9348	22.3629	22.668	22.5941
TBCB	124.76	123.881	107.584	142.057	122.902
TBCC	39.6266	49.4509	32.9772	25.296	32.2398
TBCCD1	7.59586	10.3675	8.97078	9.42396	8.73698
TBCD	25.6794	35.5248	29.79	33.5254	36.12
TBCE	22.2615	24.0003	19.9386	26.1527	26.8766
TBCEL	4.90561	7.81126	5.20505	7.3015	4.66725
TBCK	20.59888	22.4149	18.0565	18.7463	22.8795
TBK1	11.668398	17.2061	13.6732	16.0571	15.2245
TBKBP1	97.1172	96.962	100.143	107.095	120.756
TBL1X	48.8836	55.6329	48.5069	48.9427	55.6794
TBL1XR1	5.56062	6.12441	5.91072	5.79	5.55775
TBL2	8.09025	10.9648	10.0325	8.76483	12.6399
TBL3	33.8251	34.5526	32.2358	35.0883	32.2624
TBP	18.5287	17.0184	19.9653	15.8076	16.8087
TBPL1	10.1656	26.4329	14.7813	15.4856	14.1887
TBPL2	0	0	0	0	0
TBR1	0.132195	0.110818	0.407097	0.341391	0.218056
TBRG1	24.8154	26.9224	28.5826	22.664	21.6481
TBRG4	55.7275	52.6318	50.6327	55.5678	56.4114
TBX1	0.508459	0	0	0.0939535	0.418543
TBX10	0	0	0	0.123982	0.0553745
TBX15	0.277903	0.233159	0.171056	0.163991	0.330158
TBX18	0.655464	0.733296	0.616355	0.523766	0.396579
TBX19	0.182988	4.05683	0.564345	0	0.603193
TBX2	4.88455	3.61958	4.53022	4.52243	4.66489
TBX20	0.087211	0.0729855	0.179264	0.450709	0.0575034
TBX21	0.171124	1.57552	0.263786	0.757997	0.338513
TBX3	0.859865	6.63615	1.23509	0.930296	1.32416
TBX4	0	0	0.0700508	0	0
TBX5	0.152575	0.127798	0.156711	0.337829	0
TBX6	0.560295	0.156224	0	0.0689554	0.123121
TBXA2R	0.613415	0.409531	0	0.544	0.242405
TBXAS1	0.216848	6.48037	2.15253	0.533431	0.572194
TC2N	0	0.159491	0.49022	0	0
TCAIM	33.9374	29.4664	30.864	28.7316	26.5413
TCAP	71.4563	41.4444	32.5284	37.6747	63.5686
TCEA1	145.4	114.924	144.538	135.713	137.118
TCEA2	400.578	417.31	374.166	391.604	417.247
TCEA3	2.767	1.9004	2.54084	2.33545	2.8008
TCEAL1	161.391	194.107	151.591	140.715	151.596
TCEAL4	26.1007	26.2196	37.1956	26.4094	25.7062
TCEAL7	4.09589	2.76863	0	2.97372	2.12621
TCEAL8	98.6269	103.709	159.215	105.38	100.21
TCEANC	1.08317	3.81733	2.10684	0.800442	1.34763
TCEANC2	42.2201	41.7613	40.0789	40.1881	46.7609
TCEB1	90.5654	76.3773	90.7075	93.457	80.1098
TCEB2	1123.29	1262.51	1246.6	1150.46	1271.94
TCEB3	6.23296	6.20628	5.95416	7.03492	6.98721
TCERG1	21.4982	26.2508	24.2639	24.8076	26.5387
TCF12	10.207654	9.378067066481	9.788858	9.023481	9.21733066
TCF19	2.17844	2.03097	1.98022	2.46263	1.77205
TCF20	15.45544	20.87888	17.20071	20.96857	22.86022
TCF21	0.120658	0.201418	0.124249	0	0
TCF23	0	0	0	0	0
TCF24	0	0	0	0	0.680818
TCF25	75.1565	64.8736	71.1747	67.361	74.8288
TCF3	10.8518	14.14891	11.64695	11.70303	11.67928
TCF4	24.591333	20.67948769	28.534257	30.932657	27.5989823
TCF7	2.12517	2.89613	2.41755	1.57009	2.50555
TCF7L1	6.4828	6.73754	9.38714	6.4568	7.62418
TCF7L2	11.92833	20.70832	13.57963	6.44414	10.87032
TCFL5	4.88823	1.65906	4.14142	4.08564	3.64332
TCHH	0.102069	0.0429205	0.078396	0.0940315	0.0842896
TCHHL1	0	0	0	0	0
TCHP	12.4485	17.0558	13.6546	13.952	9.2244
TCIRG1	10.8846	12.3208	14.51	13.0065	10.9366
TCL1A	0.66493	0.665206	0.137029	0.9827	0.612849
TCN1	0.387566	0	0	0.668445	0.255207
TCN2	29.0036	16.7631	13.2621	21.0779	13.6322
TCOF1	7.43463	9.56037	6.62623	10.3041	8.78405
TCP1	126.16	134.547	115.78	152.652	140.835
TCP11	0	0	0.210608	0	0
TCP11L1	4.17732	3.74541	5.19294	5.5167	6.67137
TCP11L2	15.8676	15.9623	16.7653	15.8017	13.4208
TCTA	82.713	99.8937	125.547	98.107	92.5826
TCTE1	0	0	0.0783555	0	0.402545
TCTE3	2.51055	0.567857	2.36224	1.34316	1.64406
TCTEX1D1	0	0	0	0	1.49864
TCTEX1D2	9.14939	10.0114	10.7507	14.2574	12.6884
TCTEX1D4	3.44766	2.04306	1.78304	0.90555	1.61182
TCTN1	14.3915	14.4812	14.6415	13.8953	13.0888
TCTN2	30.0162	28.2656	29.1335	21.2542	29.7491
TCTN3	8.02096	10.1158	8.60208	11.7011	8.87505
TDG	9.86657	9.70737	10.3611	8.27446	10.7019
TDGF1	0	0.261841	0	0.230921	0.204414
TDO2	1.08817	0.909824	4.78178	5.62555	3.45574
TDP1	5.4589	8.08803	5.85077	5.86185	7.12474
TDP2	14.8428	13.4444	15.7346	11.3684	15.3767
TDRD1	0.174792	0.538848	0.596799	0.107363	0.327143
TDRD10	0	0	0	0	0
TDRD12	0.0909078	0.331175	0.155206	0.111681	0.0600489
TDRD15	0.0159861	0.121092	0.130897	0.188458	0.126772
TDRD3	16.78312	13.82497	15.58729	14.78466	17.09125
TDRD5	0	0.531185	1.29661	0.186533	1.67041
TDRD6	0.39546	0.9719	0.841899	1.57343	0.909462
TDRD7	32.7094	32.2513	27.7766	35.0642	31.9416
TDRD9	4.98327	3.03508	4.65055	4.45052	4.0221
TDRKH	25.7357	32.0634	27.3383	39.9456	34.2445
TDRP	56.3178	47.5482	49.036	50.5551	49.8905
TEAD1	4.74023	2.26733	5.30603	2.74954	3.40485
TEAD2	5.39701	5.56209	6.45868	4.28854	4.26642
TEAD3	5.44652	4.41641	4.98487	4.02087	4.32097
TEAD4	1.93297	4.07873	2.60007	2.26235	2.11092
TEC	1.94988	1.54244	1.71459	1.10954	0.992793
TECPR1	39.3705	38.4275	35.0481	44.5362	42.2948
TECPR2	36.4526	39.6953	37.7034	38.9747	41.0849
TECR	184.95846	203.49067	190.88944	264.710699	236.487426
TECRL	1.48554	1.0497	1.99971	1.60419	0.150564
TECTA	0.368238	0.335772	0.298369	0.203486	0.253494
TECTB	0.713973	0.794676	0.122525	0.879322	0.783819
TEF	244.8273	287.81	190.8742	197.965	216.1651
TEFM	7.70056	10.6706	10.0239	10.991	8.91418
TEK	1.8254	1.17911	2.08623	1.15038	1.25834
TEKT1	0.476753	0.877203	0.784352	0.704125	0.754248
TEKT2	2.30064	4.7731	4.06811	1.63082	2.30541
TEKT3	0.152697	0	0.156838	0.1127	0.302151
TEKT4	1.95635	1.78584	3.83892	1.57574	1.64165
TEKT5	0.0775957	0.194965	0.0797054	0.286363	0
TELO2	16.7105	16.4093	14.1435	15.5444	18.3329
TEN1	58.5649	52.0392	27.2807	29.0638	29.2729
TENM1	1.29076	1.5254	1.57528	1.89313	2.03493
TENM2	8.24095	17.7274	12.2222	13.7741	13.2608
TENM3	8.86512	12.257	9.04727	10.8561	9.9975
TENM4	10.2013	14.9855	10.8021	14.1242	12.5853
TEP1	4.53694	3.92737	5.42974	4.94771	3.76933
TEPP	0	0	0	0	0
TERF1	5.09423	4.71866	8.88387	7.45567	5.09777
TERF2	41.3681	46.386	42.2512	47.2809	48.3207
TERF2IP	51.5703	44.5872	40.1157	41.2672	48.49
TERT	12.4922	6.375	8.48583	10.0814	12.2494
TES	12.369	10.9311	5.42254	8.10999	8.89723
TESC	49.1965	30.8686	43.41379	38.500213	27.8529
TESK1	47.1621	53.1593	36.1268	42.15	43.9693
TESK2	5.65849	3.89602	4.1492	3.67821	4.26665
TESPA1	0	0.0546154	0	0	0.0859691
TET1	0.808424	0.575751	1.12975	0.549824	0.60617
TET2	3.50029	3.97811	3.72503	2.51939	3.21557
TET3	2.54525	2.25042	2.24677	1.67162	2.41314
TEX10	7.96137	10.4436	7.793959	10.894033	9.9708014
TEX11	0.450587	0	0.231891	0	0.371075
TEX12	0	0	0	0	0
TEX13A	0	0	0	0	0
TEX14	0.486172	0.241674	0.520412	0.293134	0.262819
TEX15	0.27292	0.132579	0.22555	0.448513	0.284461
TEX19	2.38644	1.46713	0.64689	1.02115	1.07532
TEX2	34.4504	38.4779	38.5502	42.5783	38.2161
TEX26	0	0	0	0	0
TEX261	94.4116	82.5718	116.314	94.5486	110.843
TEX264	86.36826	97.20947	95.48765	81.451	84.7564
TEX28	0	0	0	0	0
TEX30	17.3249	21.9383	16.4674	20.4446	18.655
TEX33	0.986825	0	0	0.3642	0.432393
TEX36	0.629183	1.56999	0.324263	0.232164	1.13761
TEX37	0	0	0	0	0
TEX38	7.36009	2.51638	4.92826	2.70982	3.40661
TEX40	1.23669	0.771435	0.641425	1.13574	0
TEX43	0.528579	0.886205	1.64417	0	0.685971
TEX9	13.6263	17.7823	20.4892	11.1491	15.9561
TFAM	9.66319	13.9258	13.6635	14.8336	13.8493
TFAP2A	1.63729	1.91497	1.12326	1.20955	0.863051
TFAP2B	1.023268	3.554372	0	0.284106	0.509935
TFAP2C	0	0.121942	0.150936	0	0
TFAP2D	0.0535446	0.808755	0.0549236	0	0.212056
TFAP2E	0	0	0.548115	0	0.0875499
TFAP4	9.0678	7.74556	6.41729	5.97655	7.06956
TFB1M	18.8203	17.0326	17.6202	21.0435	18.4324
TFB2M	30.9237	33.7894	40.305	38.4298	38.0723
TFCP2	20.68603	19.60776	17.31049	18.31721	18.13146
TFCP2L1	0.161113	0.472163	0.0827607	0.237851	0.0531267
TFDP1	33.317	45.7512	30.5452	33.6964	33.939
TFDP2	47.3599	45.5178	53.269	50.0018	49.8159
TFE3	39.2947	42.6806	40.7235	41.5108	48.1529
TFEB	24.3486	21.9404	22.8614	19.8774	25.0438
TFEC	0.327308	0.27229	0.168809	0.120796	0.322758
TFG	46.97208	42.96222	46.03188	52.51164	47.29407
TFIP11	24.2016	31.5524	22.3017	24.9022	27.2277
TFPI	0	0.123624	0.459229	0	0
TFPI2	0.741846	15.373	5.34841	2.55856	2.03575
TFPT	46.8988	56.1554	49.867	51.9615	48.284
TFR2	0.578136	0.78424	2.14289	2.95142	2.02603
TFRC	10.7703	9.43108	16.0195	14.0441	11.78
TG	0	0	0	0.0609623	0.0234391
TGDS	9.22994	9.94375	12.765	10.1502	9.05675
TGFA	3.05138	3.67174	6.30896	4.47286	5.49591
TGFB1	6.64023	7.96995	5.20828	5.35397	4.43588
TGFB1I1	5.57181	7.06666	9.54262	7.16709	6.17925
TGFB2	8.682706	5.940503	8.68375	10.350106	10.981333
TGFB3	17.0767	7.33248	14.9255	17.3923	21.6002
TGFBI	1.43119	2.1796	2.60978	2.42399	1.01466
TGFBR1	2.24385	2.38568	1.99433	2.42713	2.13959
TGFBR2	3.55444	6.0698	3.71615	3.39969	3.69158
TGFBR3	2.4325	3.59299	3.91217	3.06148	3.46162
TGFBR3L	1.46901	1.78128	1.78894	0.592114	0.791257
TGFBRAP1	8.66957	9.95207	8.37873	9.10148	9.95002
TGIF1	1.68604	1.58954	1.73115	0.984985	1.62211
TGIF2	1.65644	0.859955	1.07076	0.763415	1.76615
TGM1	0	0.103135	0.0839028	0.0603543	0.0270258
TGM2	3.75343	1.3331	1.33231	2.55513	1.52487
TGM3	0.702597	0.629211	0.432248	0.794463	0.494779
TGM5	0.239875	0	0.0491948	0	0.0633441
TGM6	0	0	0	0	0
TGM7	0	0	0	0	0
TGS1	4.9096	7.29049	5.81162	5.13489	6.45932
TH	362.442	16.6625	242.526	358.943	486.998
THADA	6.61716	8.16695	5.7468	7.7174	6.22164
THAP1	6.55586	12.4911	10.5572	8.57082	7.31233
THAP11	51.1904	58.47842	44.98949	51.3831	42.985
THAP2	6.33403	3.69457	5.82588	8.96884	7.52323
THAP3	80.0264	106.093	94.1622	82.5149	91.8966
THAP5	2.06896	2.16156	3.19262	2.3687	1.90889
THAP6	1.7616	5.30189	3.87738	4.37608	2.74402
THAP7	38.4064	43.8427	39.1217	44.7291	40.0309
THAP8	0.231309	0.191832	0.478755	0.850423	0.303
THBD	2.77032	2.26707	3.65621	1.26538	2.30659
THBS1	1.0048	1.42871	0.759435	0.899188	0.916749
THBS2	1.26142	1.3481	2.42224	0.77474	1.42361
THBS3	1.810491	3.28341	1.88439	1.3827881196	2.007165
THBS4	0.180738	0.091124	0.111124	0.186542	0.119364
THEG	0.35175	0.662303	0	0.389548	0.521829
THEGL	0.435444	0	0	0	0.190998
THEM4	20.5809	18.6029	25.6919	21.377	18.2255
THEM5	0.784108	0.162866	1.01359	1.01189	0.772135
THEM6	101.53	124.778	72.4379	49.7967	68.1161
THEMIS	0	0	0.0655161	0	0
THEMIS2	0.0901913	0	0.0927113	0.1331854	0.305609
THG1L	13.9831	17.8744	14.9572	16.3358	18.8495
THNSL1	3.15117	6.97903	5.89981	4.176	6.09069
THNSL2	2.33613	2.49572	3.22767	2.31904	2.49695
THOC1	16.7144	21.9698	18.8307	22.3413	20.7086
THOC2	7.15566	7.74857	8.4573	6.95562	7.47601
THOC3	40.8322	56.5796	46.4425	42.891	45.5829
THOC5	20.7886	28.3442	26.3175	26.9967	25.9928
THOC6	51.7603	64.93472	50.6269	45.1343	45.2883
THOC7	3.2457	2.41856	1.74736	1.64151	2.57136
THOP1	21.6828	23.0022	17.8412	21.956	18.9974
THPO	3.19386	1.60128	1.86218	2.59521	3.648
THRA	529.821	719.878	530.92	658.982	607.835
THRAP3	40.0402	50.5831	44.9702	41.3254	46.7052
THRB	4.24061	5.98827	4.60473	4.663301	3.91915
THRSP	0	0	0	0.337131	0.599621
THSD1	2.325487	5.266104	4.49734	2.68570358027	1.960568
THSD4	0.541304	0.530921	0.400465	0.17733	0.456881
THSD7A	1.52542	2.96043	1.3743	1.63366	1.69332
THSD7B	0.565491	1.11613	2.11553	0.913588	0.76164
THTPA	63.1026	49.0345	42.5646	30.5606	35.2673
THUMPD1	8.94285	12.7709	9.81317	8.95573	9.99899
THUMPD2	9.62972	7.66404	4.69443	6.39022	3.79355
THUMPD3	45.2282	47.795	56.7832	49.3672	49.9497
THY1	2231.66	2343.97	2492.46	2511.33	2584.04
THYN1	27.62753	20.37784	15.1852	23.3698	20.6941
TIA1	10.95509	14.10689	12.59991	11.36798	13.32575
TIAL1	55.7871	56.50077	52.76511	56.7056	53.4952
TIAM1	5.42937	11.1103	8.29239	5.66798	5.85782
TIAM2	0.660657	2.57508	0.608792	1.23337	0.93122
TICAM1	4.98009	5.58708	4.24772	5.29704	3.97934
TICAM2	1.19728	0.397267	0.991884	0.352125	0.313491
TICRR	4.62158	2.22136	2.92152	3.82298	5.14096
TIE1	2.22655	1.63208	1.7543	1.83047	1.67825
TIFA	4.21787	3.00671	4.99572	3.31978	4.3186
TIFAB	0	0	0	0	0
TIGAR	66.2571	54.5602	60.6128	61.4363	67.0471
TIGD2	6.27428	7.61381	6.29471	7.13167	6.47013
TIGD3	4.1937	5.50751	4.64683	5.82726	3.95859
TIGD4	1.55703	1.30441	1.29446	2.5171	1.51614
TIGD5	10.3547	17.4806	15.0104	12.5269	12.545
TIGD6	0	0	0	0	0
TIGIT	0	0	0	0	0.504933
TIMD4	2.09263	4.47128	2.56047	3.19043	3.09995
TIMELESS	1.37437	1.22637	1.75242	1.6952	1.6861
TIMM10	798.222	560.98	661.825	618.201	639.197
TIMM10B	141.175	122.282	107.53	141.063	176.331
TIMM13	1079.14	949.515	1030.48	719.757	865.082
TIMM17A	508.214	493.202	466.461	492.496	475.661
TIMM17B	128.059	136.115	124.727	121.296	107.483
TIMM21	73.3613	64.2226	70.1531	47.8458	63.2925
TIMM22	153.93	164.603	149.49	117.348	111.263
TIMM44	65.4662	67.105	65.5993	64.336	68.2396
TIMM50	72.2329	70.387	67.0239	79.7606	78.6996
TIMM8A	102.579	50.5553	84.0938	83.2502	70.0798
TIMM8B	1107.81	1092.67	1060.41	1152.48	1055.78
TIMM9	32.156328943	31.4891672268521	33.548340972796	28.88191	25.19858
TIMMDC1	32.088	33.3298	29.2267	32.1131	33.3579
TIMP1	0.748604	3.31632	1.03324	0.183853	2.12572
TIMP2	448.845	466.568	528.942	467.775	508.792
TIMP3	69.9224	45.4859	43.4375	59.4226	55.6353
TINAG	0	0	0	0	0
TINAGL1	14.6869	9.56412	12.7424	9.57663	9.56062
TINF2	12.0022	16.9951	8.48052	11.825	9.37889
TIPARP	13.9022	26.6551	19.1656	21.5901	14.2797
TIPIN	31.2314	35.9657	29.7164	39.8113	19.5168
TIPRL	144.208	163.253	150.916	157.42	153.483
TIRAP	1.43678	0.929496	0.822769	0.58885	1.1546
TJAP1	14.81243	17.28575	16.26928	17.46778	15.8775
TJP1	27.2961	25.7043	28.4973	29.1721	28.6666
TJP2	19.139186	10.158153	15.9865	23.774969	12.426034
TJP3	0.757538	1.01835	0.892794	0.642278	0.525283
TK1	8.72317	5.00977	11.5769	12.3396	9.68084
TK2	94.8492	81.2772	123.878	96.2749	131.158
TKFC	28.7593	29.518	26.6728	29.7828	18.8912
TKT	246.94606	260.35922	220.55485	288.701105	267.783918
TKTL1	0	0.415659	0	0.0457116	0.0817727
TKTL2	0	0	0	0	0
TLCD1	55.5296	44.0354	45.74	55.6042	59.3649
TLCD2	0	0.294451	0	0	0
TLDC1	43.2654	35.0242	35.6788	23.4764	30.3363
TLDC2	0.938375	1.55561	1.69922	1.03487	1.38182
TLE1	15.4995	17.3673	15.6769	18.9666	13.8006
TLE2	20.37843	25.51913	17.02785	16.41196	19.83245
TLE3	38.256926	43.593277	36.998881	48.386725	47.55263
TLE4	13.0361	16.3515	13.6963	16.895	14.3291
TLE6	0.575606	1.51456	0.506927	0.0607006	0.488046
TLK1	20.4531	21.0076	22.16	18.6635	19.8419
TLK2	28.22215	27.04491	28.95794	29.15803	27.12691
TLL1	1.63964	0.803835	1.36499	2.56853	3.38416
TLL2	0.169154	0.653962	0.623926	0.847936	0.245788
TLN1	20.7698	22.1664	21.0868	22.1912	20.8674
TLN2	10.1222	12.5487	10.1869	13.1288	12.519
TLR1	0.35082	0.162849	0.268351	0.103731	0.068788
TLR10	0.306569	0.147115	0.224491	0.0645882	0.0578333
TLR2	0.81772	1.6784	0.884963	1.3065	0.659858
TLR3	0.0774204	0.0650426	0.634769	0.256862	0.127816
TLR4	0.209421	0.422148	0.128802	0.185298	0.359533
TLR5	0	0.240856	0.125963	0.0302032	0.0540981
TLR6	0.14064	1.26401	1.29022	0.588682	0.551209
TLR7	0.231379	0.083346	0.169326	0.170563	0.240151
TLR8	0.133893	0.0844003	0.137182	0.0740264	0.0442169
TLR9	0.0949032	0.0531835	0.0648159	0.0233187	0.208951
TLX1	0	0	0	0	0.222693
TLX2	0	0.661731	0	0	0
TLX3	0	0	0.388134	0	0
TM2D1	122.403	156.646	133.932	123.953	122.028
TM2D2	102.559	98.4532	97.3829	96.7065	96.1478
TM2D3	111.598	137.774	117.748	104.858	108.61
TM4SF1	43.9102	53.3415	75.7435	27.8789	33.3547
TM4SF18	0.91146	0.505604	0.314941	0.446406	0.395774
TM4SF19	2.89229	4.80948	0.272459	0.968018	1.37545
TM4SF20	0	0	0	0	0.146679
TM4SF4	0.671013	0.371094	3.24152	3.61962	2.78691
TM4SF5	0	0	0.28534	0.202739	0
TM6SF1	17.3874	19.9229	16.8629	19.845	20.1944
TM6SF2	0	0.63615	0.447752	0.56251	0.573398
TM7SF2	33.0866	37.035228	25.0012	29.5028	37.3353
TM7SF3	13.0095	20.5312	12.3324	15.9168	13.1381
TM9SF1	57.32762	55.59293	59.898154	55.99851	59.207156
TM9SF2	41.1609	60.714	55.1057	67.4394	62.3553
TM9SF3	35.437	35.4666	37.1855	37.421	36.7308
TM9SF4	37.32796	42.99824	38.32598	49.4248	41.3016
TMA16	94.4643	98.3613	99.6371	109.309	126.082
TMBIM1	100.092	95.7606	115.81	115.176	88.7457
TMBIM4	55.5112	47.7885	57.1793	51.7129	42.1662
TMBIM6	707.364	515.405	675.43	756.776	655.458
TMC1	0	0	0	0.0525178	0
TMC2	0	0.0345863	0	0.0303605	0
TMC3	0	0.0399736	0	0	0
TMC4	0.329818	1.522	0.5639	1.05421	0.834478
TMC5	0.0536656	0.0450319	0.165144	0.0791663	0.0708449
TMC6	16.4704	16.9555	15.8102	14.0246	18.1021
TMC7	0.154203	0.388255	0.474465	0	0.271441
TMC8	4.75208	3.40519	3.77905	5.55295	3.5596
TMCC1	18.84186	27.60054	19.49719	26.83772	25.24728
TMCC2	129.43	114.314	125.456	137.97	135.266
TMCC3	4.54623	2.21443	3.48217	6.10182	4.46979
TMCO1	264.449	261.015	232.762	260.715	240.338
TMCO2	0.301277	0	0	0	0
TMCO3	21.9121	27.3333	25.7188	21.2597	24.6477
TMCO4	4.71438	4.93093	3.64276	2.70489	3.18814
TMCO5A	0	0	0	0	0
TMCO6	9.41214	9.77204	7.11128	12.1143	7.38783
TMED1	38.1127	43.7299	43.1624	42.1751	44.5501
TMED10	42.9363	40.587	51.5772	48.18219	44.9106
TMED3	82.992	88.0644	79.485	90.9883	93.9972
TMED4	161.529	203.667	194.235	189.27	182.787
TMED5	15.8325	16.4957	13.7934	14.6307	10.2084
TMED6	0.81335	3.20842	1.26131	2.24839	0.934061
TMED7	27.5089	25.11	32.6647	30.1029	24.1293
TMED8	8.77624	15.6172	8.89258	7.3775	8.06405
TMEFF2	22.126975	42.38888	24.8083	31.67109	27.24063
TMEM100	37.752	24.8683	38.0902	23.4436	35.6074
TMEM101	31.8746	34.5103	26.9983	37.7031	36.2419
TMEM102	0.376003	0.629943	0.308937	0.832513	1.24007
TMEM104	12.8347	16.417	13.1838	12.8606	12.7235
TMEM106A	1.64659	2.89009	4.91246	1.34957	3.12456
TMEM106B	12.0232	8.33547	14.4761	9.98434	8.23071
TMEM106C	395.238	415.195	369.764	296.139	323.661
TMEM107	28.90794	38.28114	46.5864	35.97658	26.0744
TMEM108	2.73694	4.45816	2.69736	4.27498	2.55041
TMEM109	55.4154	49.6415	47.9244	48.4275	40.1241
TMEM11	68.5248	71.5835	65.506	72.167	70.3584
TMEM114	10.7102	8.94488	11.9418	5.00602	6.6789
TMEM115	37.991	46.6557	35.4285	43.1607	36.5817
TMEM116	0.244419	0	0.503434	0.270947	0.321964
TMEM117	18.1749	12.3833	17.0143	19.5053	17.3089
TMEM119	2.56137	3.34642	2.07835	2.42922	3.36491
TMEM120A	70.488	64.3421	61.454	66.778	67.1592
TMEM120B	39.1507	40.965	41.8607	39.774	37.7349
TMEM125	32.3819	10.0403	39.052	33.232	51.8642
TMEM126A	44.2758	47.8906	51.6465	57.7807	49.7323
TMEM126B	28.2775	37.134	32.6936	31.4785	28.62
TMEM127	110.478	125.787	97.6798	98.81	98.3166
TMEM128	99.2023	93.0243	98.9245	92.9865	97.0031
TMEM129	31.9975	39.4573	34.8274	33.5561	32.1859
TMEM130	59.27390400275	99.87325	61.994126	73.98079	86.12937
TMEM131	9.30849	14.7049	10.9063	12.8382	11.4229
TMEM132A	110.976	155.632	91.2278	78.817	88.8956
TMEM132B	55.8201	51.7388	48.8867	58.9318	51.1653
TMEM132C	19.6218	10.783	13.5201	14.5503	19.1221
TMEM132D	1.8935	2.99593	1.68318	1.8809	2.6315
TMEM132E	8.52545	15.9758	6.50135	8.08	8.55257
TMEM134	19.93745	13.74146	13.69965	10.925	15.38347
TMEM135	18.0022	17.4169	21.4408	19.4727	18.3221
TMEM136	20.7068	18.5131	16.5186	14.9791	17.0851
TMEM139	0.499069	0.62181	1.29155	1.47082	0.817583
TMEM140	1.82585	1.70357	0.944895	1.17526	0.896759
TMEM141	251.811	305.723	270.638	194.037	234.641
TMEM143	25.7463	22.2404	24.1013	21.0567	24.8486
TMEM144	3.477	4.10326	3.20995	3.10101	3.47482
TMEM145	63.2336	72.1559	47.6864	63.8701	69.3532
TMEM147	126.532	137.708448	119.39437	125.91623	122.89914
TMEM14A	110.078	118.097	129.38	117.407	108.388
TMEM14C	846.055	896.907	778.741	726.545	755.24
TMEM150A	4.7222	5.21688	8.41465	6.88635	6.30334
TMEM150B	1.64585	0.170907	2.1281	0.75891	1.3505
TMEM150C	62.4189	77.0688	71.8242	72.7078	76.971
TMEM151A	148.455	155.214	102.704	93.2384	122.662
TMEM151B	107.608	130.14	97.7359	79.1342	97.0146
TMEM156	0.162769	0.204422	0.0836154	0.0600753	0
TMEM159	5.61664	4.99737	8.52295	4.11751	8.00476
TMEM160	85.4928	76.7468	52.0189	25.4953	40.8068
TMEM161A	13.9134	14.6331	12.8284	13.7772	14.3767
TMEM161B	5.90473	6.26204	7.68793	4.63999	5.89084
TMEM163	14.0132	31.46	27.4786	26.0888	23.2487
TMEM164	17.5973	18.4415	17.7166	22.5707	20.1534
TMEM165	50.9656	46.5687	51.1691	44.8328	52.4717
TMEM167A	32.1267	26.7663	32.3697	39.4757	28.2057
TMEM167B	118.441	136.512	155.058	130.784	125.839
TMEM168	3.70632	3.80357	4.69143	3.27301	2.96057
TMEM169	7.98153	9.27617	7.29733	8.12186	10.2068
TMEM17	2.68979	3.80412	1.39465	2.5768	1.40753
TMEM170A	12.22989	7.044557	8.84575	8.29641	7.85293
TMEM170B	10.5461	13.9615	7.87996	8.1947	10.7771
TMEM171	0	0	0.269523	0.483398	0.0861098
TMEM173	1.958	0.908786	1.90295	2.00896	1.36182
TMEM174	0	0	0	0	0
TMEM175	35.1943	58.8508	69.7346	46.3687	49.1364
TMEM177	6.32925	3.39763	3.91352	4.57068	5.73832
TMEM178A	27.0291	37.0765	27.0465	24.4918	32.3229
TMEM178B	16.7245	18.598	16.929	22.7984	21.7069
TMEM179	108.768	138.854	97.7583	104.544	116.488
TMEM179B	18.5329	20.2229	14.5647	11.901	15.5071
TMEM18	113.343	77.1046	154.318	110.852	119.154
TMEM180	29.8401	35.3988	28.3755	35.3858	32.6085
TMEM181	43.8818	55.9473	40.8302	48.2515	54.7356
TMEM182	1.96087	0.723622	0.225503	0.481248	0.714335
TMEM183A	42.19415	45.84072	52.92983	51.97408	49.41717
TMEM184A	0.107304	0.806917	0.441646	0.63413	0.141413
TMEM184B	103.601	132.169	105.531	101.432	109.49
TMEM184C	74.7108	83.0163	83.9586	85.1491	78.5952
TMEM185A	64.355	59.2882	52.0621	66.484	61.0582
TMEM185B	41.9552	42.7336	47.231	43.0439	39.87608
TMEM186	102.752	74.2803	100.982	64.6791	80.4525
TMEM187	5.63476	4.83276	5.81745	5.06295	4.85865
TMEM19	28.6131	25.6667	29.8662	35.0912	34.5174
